"","X","phantom","vin","PN","Qtde","Price"
"623",3463,94826,"E-294608057","Parafuso 14x120 10.9 com arruelas e porcas",107,15.5345
"624",3514,3941,"E-193040671","Parafuso 14x120 10.9 com arruelas e porcas",254,14.649625
"625",3527,20314,"10423899","Parafuso 14x120 10.9 com arruelas e porcas",186,15.88175
"626",3563,87213,"381702876","Parafuso 14x120 10.9 com arruelas e porcas",29,15.81025
"627",3579,19235,"31952821","Parafuso 14x120 10.9 com arruelas e porcas",156,16.0795
"628",3596,3941,"301049120","Parafuso 14x120 10.9 com arruelas e porcas",186,14.12775
"629",3612,54019,"41059132","Parafuso 14x120 10.9 com arruelas e porcas",176,15.393125
"630",3626,4761,"46017987","Parafuso 14x120 10.9 com arruelas e porcas",107,15.75025
"631",3643,60435,"E-460530061","Parafuso 14x120 10.9 com arruelas e porcas",59,15.972
"632",3701,26051,"E-605102801","Parafuso 14x120 10.9 com arruelas e porcas",68,14.8245
"633",3753,60435,"E-300645402","Parafuso 14x120 10.9 com arruelas e porcas",234,15.56925
"634",3785,94826,"E-092846800","Parafuso 14x120 10.9 com arruelas e porcas",29,14.55
"635",3817,19235,"209315160","Parafuso 14x120 10.9 com arruelas e porcas",166,13.21125
"636",3835,94826,"E-098264448","Parafuso 14x120 10.9 com arruelas e porcas",186,13.86075
"637",3871,18025,"E-082105391","Parafuso 14x120 10.9 com arruelas e porcas",107,14.776625
"638",3938,19235,"295301464","Parafuso 14x120 10.9 com arruelas e porcas",59,14.6305
"639",3978,19235,"E-321950431","Parafuso 14x120 10.9 com arruelas e porcas",68,15.875875
"640",3993,20314,"E-320140242","Parafuso 14x120 10.9 com arruelas e porcas",254,13.746125
"641",4051,94826,"402869209","Parafuso 14x120 10.9 com arruelas e porcas",205,15.579125
"642",4065,39051,"E-051039177","Parafuso 14x120 10.9 com arruelas e porcas",176,13.339125
"643",4085,68517,"870651316","Parafuso 14x120 10.9 com arruelas e porcas",244,13.593125
"644",4097,23740,"E-043072461","Parafuso 14x120 10.9 com arruelas e porcas",156,16.031875
"645",4111,26051,"E-520106965","Parafuso 14x120 10.9 com arruelas e porcas",176,15.10075
"646",4125,20314,"E-403021673","Parafuso 14x120 10.9 com arruelas e porcas",215,13.15325
"647",4157,68517,"E-807516827","Parafuso 14x120 10.9 com arruelas e porcas",127,15.342875
"648",4171,3941,"E-309104908","Parafuso 14x120 10.9 com arruelas e porcas",98,15.57
"649",4187,5386,"E-006853720","Parafuso 14x120 10.9 com arruelas e porcas",166,15.665625
"650",4200,5386,"E-006538883","Parafuso 14x120 10.9 com arruelas e porcas",29,15.017125
"651",4219,93712,"93271442","Parafuso 14x120 10.9 com arruelas e porcas",156,14.197875
"652",4232,87213,"E-807123147","Parafuso 14x120 10.9 com arruelas e porcas",98,13.97425
"653",4248,60435,"E-035640003","Parafuso 14x120 10.9 com arruelas e porcas",147,15.271625
"654",4270,23740,"407023162","Parafuso 14x120 10.9 com arruelas e porcas",49,16.1735
"655",4289,20314,"34210161","Parafuso 14x120 10.9 com arruelas e porcas",147,14.122875
"656",4306,39051,"E-590130398","Parafuso 14x120 10.9 com arruelas e porcas",137,13.88825
"657",4353,93712,"E-972301361","Parafuso 14x120 10.9 com arruelas e porcas",98,15.267125
"658",4389,18025,"805201246","Parafuso 14x120 10.9 com arruelas e porcas",49,14.709125
"659",4404,18025,"501208472","Parafuso 14x120 10.9 com arruelas e porcas",137,15.16625
"660",4421,10847,"187400066","Parafuso 14x120 10.9 com arruelas e porcas",59,13.893875
"661",4438,10847,"E-781040336","Parafuso 14x120 10.9 com arruelas e porcas",166,13.8905
"662",4469,23740,"E-074302891","Parafuso 14x120 10.9 com arruelas e porcas",176,14.77475
"663",4486,54019,"40195024","Parafuso 14x120 10.9 com arruelas e porcas",59,13.73225
"664",4532,39051,"910305843","Parafuso 14x120 10.9 com arruelas e porcas",137,13.141125
"665",4548,60435,"465030822","Parafuso 14x120 10.9 com arruelas e porcas",68,13.1335
"666",4583,26051,"E-500612303","Parafuso 14x120 10.9 com arruelas e porcas",225,13.29375
"667",4601,18025,"250180871","Parafuso 14x120 10.9 com arruelas e porcas",49,15.48675
"668",4616,10847,"410807782","Parafuso 14x120 10.9 com arruelas e porcas",234,13.719
"669",4635,3941,"E-340091054","Parafuso 14x120 10.9 com arruelas e porcas",107,13.875375
"670",4653,60435,"E-304650126","Parafuso 14x120 10.9 com arruelas e porcas",127,15.139
"671",4667,19235,"210359118","Parafuso 14x120 10.9 com arruelas e porcas",166,14.46375
"672",4685,87213,"827310613","Parafuso 14x120 10.9 com arruelas e porcas",205,16.002125
"673",4704,39051,"E-300591451","Parafuso 14x120 10.9 com arruelas e porcas",147,14.3355
"674",4723,54019,"E-095140630","Parafuso 14x120 10.9 com arruelas e porcas",39,16.2195
"675",4758,23740,"702340802","Parafuso 14x120 10.9 com arruelas e porcas",107,13.293375
"676",4808,94826,"E-609482543","Parafuso 14x120 10.9 com arruelas e porcas",254,14.925125
"677",4836,20314,"204013461","Parafuso 14x120 10.9 com arruelas e porcas",117,13.41225
"678",4855,60435,"E-605403922","Parafuso 14x120 10.9 com arruelas e porcas",234,16.09975
"679",4894,93712,"902731294","Parafuso 14x120 10.9 com arruelas e porcas",186,15.832375
"680",4911,18025,"E-802150540","Parafuso 14x120 10.9 com arruelas e porcas",98,15.448625
"681",4929,26051,"2165605","Parafuso 14x120 10.9 com arruelas e porcas",166,13.37175
"682",4947,54019,"E-001594419","Parafuso 14x120 10.9 com arruelas e porcas",29,13.379125
"683",4967,5386,"E-085063070","Parafuso 14x120 10.9 com arruelas e porcas",88,14.518625
"684",5014,39051,"E-903051223","Parafuso 14x120 10.9 com arruelas e porcas",225,13.893125
"685",5028,39051,"900153768","Parafuso 14x120 10.9 com arruelas e porcas",244,15.1495
"686",5056,5386,"358006491","Parafuso 14x120 10.9 com arruelas e porcas",59,13.513375
"687",5071,93712,"217390422","Parafuso 14x120 10.9 com arruelas e porcas",176,15.781625
"688",5090,18025,"581020136","Parafuso 14x120 10.9 com arruelas e porcas",107,13.208
"689",5106,19235,"E-352190683","Parafuso 14x120 10.9 com arruelas e porcas",166,15.030625
"690",5138,60435,"356004950","Parafuso 14x120 10.9 com arruelas e porcas",195,15.950375
"691",5168,20314,"43102732","Parafuso 14x120 10.9 com arruelas e porcas",59,15.738375
"692",5185,20314,"E-010423300","Parafuso 14x120 10.9 com arruelas e porcas",10,15.770125
"693",5205,87213,"E-831072619","Parafuso 14x120 10.9 com arruelas e porcas",186,13.398625
"694",5240,93712,"E-307912207","Parafuso 14x120 10.9 com arruelas e porcas",147,14.7255
"695",5254,26051,"601052521","Parafuso 14x120 10.9 com arruelas e porcas",10,14.300375
"696",5271,19235,"E-902351588","Parafuso 14x120 10.9 com arruelas e porcas",29,14.968875
"697",5321,19235,"590312309","Parafuso 14x120 10.9 com arruelas e porcas",68,14.207875
"698",5333,60435,"E-346500412","Parafuso 14x120 10.9 com arruelas e porcas",176,13.438875
"699",5349,26051,"560021800","Parafuso 14x120 10.9 com arruelas e porcas",215,13.84575
"700",5365,60435,"540063752","Parafuso 14x120 10.9 com arruelas e porcas",117,14.392125
"701",5414,94826,"E-248609421","Parafuso 14x120 10.9 com arruelas e porcas",166,13.2935
"702",5452,93712,"129370606","Parafuso 14x120 10.9 com arruelas e porcas",68,15.706375
"703",5467,5386,"638500486","Parafuso 14x120 10.9 com arruelas e porcas",127,16.048875
"704",5535,3941,"E-034190947","Parafuso 14x120 10.9 com arruelas e porcas",107,15.978875
"705",5568,3941,"E-301409245","Parafuso 14x120 10.9 com arruelas e porcas",127,14.415875
"706",5584,94826,"E-684029895","Parafuso 14x120 10.9 com arruelas e porcas",78,14.1715
"707",5616,5386,"500368535","Parafuso 14x120 10.9 com arruelas e porcas",147,15.7405
"708",5654,18025,"E-012508374","Parafuso 14x120 10.9 com arruelas e porcas",156,15.760875
"709",5668,93712,"E-179230434","Parafuso 14x120 10.9 com arruelas e porcas",244,13.65375
"710",5685,60435,"E-036054563","Parafuso 14x120 10.9 com arruelas e porcas",205,13.40775
"711",5704,19235,"E-590312083","Parafuso 14x120 10.9 com arruelas e porcas",29,16.24925
"712",5719,26051,"E-560201646","Parafuso 14x120 10.9 com arruelas e porcas",215,14.112375
"713",5734,18025,"801250464","Parafuso 14x120 10.9 com arruelas e porcas",254,15.3885
"714",5754,94826,"E-689402213","Parafuso 14x120 10.9 com arruelas e porcas",176,15.741875
"715",5792,10847,"E-810704386","Parafuso 14x120 10.9 com arruelas e porcas",107,15.301125
"716",5812,68517,"E-051786665","Parafuso 14x120 10.9 com arruelas e porcas",137,14.6485
"717",5830,54019,"E-945010807","Parafuso 14x120 10.9 com arruelas e porcas",156,13.645125
"718",5848,93712,"139207596","Parafuso 14x120 10.9 com arruelas e porcas",186,13.161
"719",5877,26051,"E-056210613","Parafuso 14x120 10.9 com arruelas e porcas",186,15.67825
"720",5895,68517,"568170539","Parafuso 14x120 10.9 com arruelas e porcas",234,13.1265
"721",5913,94826,"268490464","Parafuso 14x120 10.9 com arruelas e porcas",29,15.23125
"722",6026,5386,"E-065083368","Parafuso 14x120 10.9 com arruelas e porcas",49,15.9395
"723",6044,39051,"91053605","Parafuso 14x120 10.9 com arruelas e porcas",78,15.306625
"724",6061,5386,"E-365008840","Parafuso 14x120 10.9 com arruelas e porcas",205,14.031125
"725",6076,39051,"E-035190553","Parafuso 14x120 10.9 com arruelas e porcas",29,13.83625
"726",6151,54019,"E-500149802","Parafuso 14x120 10.9 com arruelas e porcas",234,14.775625
"727",6164,19235,"93152467","Parafuso 14x120 10.9 com arruelas e porcas",234,15.1145
"728",6179,26051,"251006242","Parafuso 14x120 10.9 com arruelas e porcas",225,15.629875
"729",6210,94826,"840296594","Parafuso 14x120 10.9 com arruelas e porcas",156,15.594625
"730",6227,26051,"52016569","Parafuso 14x120 10.9 com arruelas e porcas",195,16.22325
"731",6260,20314,"E-431020865","Parafuso 14x120 10.9 com arruelas e porcas",215,14.571375
"732",6281,94826,"E-840962794","Parafuso 14x120 10.9 com arruelas e porcas",98,14.065375
"733",6303,4761,"E-176004772","Parafuso 14x120 10.9 com arruelas e porcas",186,15.94575
"734",6322,54019,"E-014095136","Parafuso 14x120 10.9 com arruelas e porcas",127,15.172625
"735",6338,18025,"E-800251418","Parafuso 14x120 10.9 com arruelas e porcas",88,13.45375
"736",6387,93712,"973021080","Parafuso 14x120 10.9 com arruelas e porcas",88,14.47
"737",6413,4761,"16074276","Parafuso 14x120 10.9 com arruelas e porcas",49,13.511
"738",6456,4761,"E-706410905","Parafuso 14x120 10.9 com arruelas e porcas",156,15.495625
"739",6476,3941,"94310928","Parafuso 14x120 10.9 com arruelas e porcas",49,16.2245
"740",6525,18025,"815002360","Parafuso 14x120 10.9 com arruelas e porcas",68,15.28175
"741",6539,93712,"321079878","Parafuso 14x120 10.9 com arruelas e porcas",78,14.937875
"742",4,93712,"319720023","Parafuso 14x120 12.9 com arruelas e porcas",88,16.470125
"743",37,3941,"431090212","Parafuso 14x120 12.9 com arruelas e porcas",137,16.34125
"744",52,20314,"130204378","Parafuso 14x120 12.9 com arruelas e porcas",59,15.691125
"745",121,94826,"689402640","Parafuso 14x120 12.9 com arruelas e porcas",195,16.8345
"746",139,39051,"E-350109585","Parafuso 14x120 12.9 com arruelas e porcas",39,16.4935
"747",156,4761,"704106394","Parafuso 14x120 12.9 com arruelas e porcas",234,15.778625
"748",172,23740,"E-204307693","Parafuso 14x120 12.9 com arruelas e porcas",156,17.314625
"749",187,3941,"E-103049202","Parafuso 14x120 12.9 com arruelas e porcas",29,16.710625
"750",235,19235,"532901326","Parafuso 14x120 12.9 com arruelas e porcas",215,15.80175
"751",305,94826,"E-269084451","Parafuso 14x120 12.9 com arruelas e porcas",234,17.32275
"752",390,39051,"E-015930917","Parafuso 14x120 12.9 com arruelas e porcas",195,16.282125
"753",420,3941,"401309201","Parafuso 14x120 12.9 com arruelas e porcas",127,15.83175
"754",453,39051,"E-195030340","Parafuso 14x120 12.9 com arruelas e porcas",137,17.42275
"755",475,18025,"E-285001231","Parafuso 14x120 12.9 com arruelas e porcas",88,17.301375
"756",491,68517,"180675168","Parafuso 14x120 12.9 com arruelas e porcas",98,15.836
"757",505,93712,"29731914","Parafuso 14x120 12.9 com arruelas e porcas",234,16.876
"758",518,3941,"94013873","Parafuso 14x120 12.9 com arruelas e porcas",10,15.747
"759",537,26051,"205106470","Parafuso 14x120 12.9 com arruelas e porcas",20,15.848375
"760",569,39051,"E-915300918","Parafuso 14x120 12.9 com arruelas e porcas",127,16.89525
"761",586,20314,"E-040312583","Parafuso 14x120 12.9 com arruelas e porcas",137,17.254
"762",604,5386,"508306876","Parafuso 14x120 12.9 com arruelas e porcas",49,16.987625
"763",651,94826,"496082517","Parafuso 14x120 12.9 com arruelas e porcas",127,16.924
"764",667,94826,"E-980642250","Parafuso 14x120 12.9 com arruelas e porcas",195,16.163625
"765",694,26051,"201065254","Parafuso 14x120 12.9 com arruelas e porcas",244,16.781125
"766",754,60435,"E-060354666","Parafuso 14x120 12.9 com arruelas e porcas",59,15.773375
"767",771,54019,"E-014095001","Parafuso 14x120 12.9 com arruelas e porcas",147,16.00625
"768",785,68517,"760815479","Parafuso 14x120 12.9 com arruelas e porcas",49,16.17275
"769",803,5386,"E-600385340","Parafuso 14x120 12.9 com arruelas e porcas",117,16.955375
"770",820,3941,"E-309014150","Parafuso 14x120 12.9 com arruelas e porcas",78,15.696375
"771",886,3941,"E-400139693","Parafuso 14x120 12.9 com arruelas e porcas",117,16.96225
"772",904,18025,"E-085210713","Parafuso 14x120 12.9 com arruelas e porcas",137,17.309125
"773",923,20314,"32401515","Parafuso 14x120 12.9 com arruelas e porcas",215,17.383375
"774",941,93712,"E-270139057","Parafuso 14x120 12.9 com arruelas e porcas",176,17.407125
"775",957,10847,"E-701048166","Parafuso 14x120 12.9 com arruelas e porcas",49,17.457625
"776",975,26051,"E-605021498","Parafuso 14x120 12.9 com arruelas e porcas",137,16.804625
"777",995,93712,"E-397012546","Parafuso 14x120 12.9 com arruelas e porcas",244,16.884625
"778",1025,20314,"E-002143458","Parafuso 14x120 12.9 com arruelas e porcas",215,16.5075
"779",1044,54019,"500149745","Parafuso 14x120 12.9 com arruelas e porcas",98,17.45725
"780",1063,19235,"E-013952866","Parafuso 14x120 12.9 com arruelas e porcas",29,17.32925
"781",1079,20314,"21043268","Parafuso 14x120 12.9 com arruelas e porcas",20,15.941625
"782",1095,4761,"47061687","Parafuso 14x120 12.9 com arruelas e porcas",68,16.909125
"783",1111,87213,"E-230871207","Parafuso 14x120 12.9 com arruelas e porcas",49,16.04025
"784",1131,4761,"E-070641765","Parafuso 14x120 12.9 com arruelas e porcas",254,17.487
"785",1150,94826,"294608593","Parafuso 14x120 12.9 com arruelas e porcas",98,16.586875
"786",1168,94826,"E-920468841","Parafuso 14x120 12.9 com arruelas e porcas",117,16.9575
"787",1199,10847,"E-481007268","Parafuso 14x120 12.9 com arruelas e porcas",176,17.0575
"788",1213,26051,"E-206510524","Parafuso 14x120 12.9 com arruelas e porcas",68,15.651
"789",1228,20314,"E-023041245","Parafuso 14x120 12.9 com arruelas e porcas",186,17.10025
"790",1263,94826,"28469853","Parafuso 14x120 12.9 com arruelas e porcas",137,16.72275
"791",1290,26051,"E-150062203","Parafuso 14x120 12.9 com arruelas e porcas",176,16.681875
"792",1307,94826,"840269909","Parafuso 14x120 12.9 com arruelas e porcas",49,15.683375
"793",1322,39051,"E-901053659","Parafuso 14x120 12.9 com arruelas e porcas",244,15.71025
"794",1340,19235,"E-035291916","Parafuso 14x120 12.9 com arruelas e porcas",166,16.004375
"795",1360,10847,"E-040871585","Parafuso 14x120 12.9 com arruelas e porcas",186,16.252625
"796",1408,23740,"E-370420422","Parafuso 14x120 12.9 com arruelas e porcas",215,16.98675
"797",1440,4761,"E-701460303","Parafuso 14x120 12.9 com arruelas e porcas",156,16.860625
"798",1469,23740,"E-020347272","Parafuso 14x120 12.9 com arruelas e porcas",254,16.22
"799",1486,19235,"509123421","Parafuso 14x120 12.9 com arruelas e porcas",176,16.91875
"800",1523,18025,"E-012580646","Parafuso 14x120 12.9 com arruelas e porcas",176,16.98375
"801",1551,23740,"E-402073840","Parafuso 14x120 12.9 com arruelas e porcas",166,16.034375
"802",1582,5386,"56830585","Parafuso 14x120 12.9 com arruelas e porcas",39,17.110875
"803",1609,26051,"E-102605954","Parafuso 14x120 12.9 com arruelas e porcas",147,16.330625
"804",1629,10847,"E-017840231","Parafuso 14x120 12.9 com arruelas e porcas",29,16.898125
"805",1644,39051,"E-190053147","Parafuso 14x120 12.9 com arruelas e porcas",225,15.73975
"806",1675,54019,"19405210","Parafuso 14x120 12.9 com arruelas e porcas",244,15.666625
"807",1710,87213,"E-217830295","Parafuso 14x120 12.9 com arruelas e porcas",215,15.751375
"808",1727,60435,"E-560403389","Parafuso 14x120 12.9 com arruelas e porcas",117,17.20475
"809",1744,3941,"340190613","Parafuso 14x120 12.9 com arruelas e porcas",195,16.529625
"810",1757,26051,"60251868","Parafuso 14x120 12.9 com arruelas e porcas",215,15.90075
"811",1774,3941,"930140933","Parafuso 14x120 12.9 com arruelas e porcas",117,17.0285
"812",1809,19235,"201953819","Parafuso 14x120 12.9 com arruelas e porcas",49,16.07525
"813",1838,18025,"508012779","Parafuso 14x120 12.9 com arruelas e porcas",244,17.012875
"814",1894,60435,"34506192","Parafuso 14x120 12.9 com arruelas e porcas",244,15.960375
"815",1946,87213,"E-031287786","Parafuso 14x120 12.9 com arruelas e porcas",20,17.208375
"816",1982,18025,"E-500821670","Parafuso 14x120 12.9 com arruelas e porcas",215,16.241875
"817",2020,60435,"503604793","Parafuso 14x120 12.9 com arruelas e porcas",225,16.36825
"818",2067,94826,"862490224","Parafuso 14x120 12.9 com arruelas e porcas",127,17.463625
"819",2084,60435,"43560856","Parafuso 14x120 12.9 com arruelas e porcas",10,16.786875
"820",2104,23740,"43702355","Parafuso 14x120 12.9 com arruelas e porcas",215,16.0695
"821",2125,93712,"E-320197070","Parafuso 14x120 12.9 com arruelas e porcas",186,17.12275
"822",2137,26051,"65210485","Parafuso 14x120 12.9 com arruelas e porcas",107,16.8675
"823",2182,93712,"E-279310739","Parafuso 14x120 12.9 com arruelas e porcas",49,17.120375
"824",2234,23740,"E-270304504","Parafuso 14x120 12.9 com arruelas e porcas",186,16.38925
"825",2250,20314,"241003269","Parafuso 14x120 12.9 com arruelas e porcas",186,16.15775
"826",2266,60435,"E-540306256","Parafuso 14x120 12.9 com arruelas e porcas",10,15.7755
"827",2285,10847,"1847904","Parafuso 14x120 12.9 com arruelas e porcas",127,15.790375
"828",2331,26051,"52061465","Parafuso 14x120 12.9 com arruelas e porcas",254,16.93925
"829",2363,18025,"E-025081989","Parafuso 14x120 12.9 com arruelas e porcas",78,16.745625
"830",2402,23740,"243070330","Parafuso 14x120 12.9 com arruelas e porcas",166,15.90675
"831",2420,23740,"23470075","Parafuso 14x120 12.9 com arruelas e porcas",176,16.561375
"832",2435,10847,"E-081470270","Parafuso 14x120 12.9 com arruelas e porcas",98,15.743125
"833",2451,20314,"E-132004475","Parafuso 14x120 12.9 com arruelas e porcas",68,16.47125
"834",2470,68517,"71586132","Parafuso 14x120 12.9 com arruelas e porcas",107,15.950625
"835",2488,10847,"E-704180632","Parafuso 14x120 12.9 com arruelas e porcas",88,15.787125
"836",2504,19235,"309251659","Parafuso 14x120 12.9 com arruelas e porcas",195,16.11975
"837",2521,26051,"E-501260661","Parafuso 14x120 12.9 com arruelas e porcas",254,16.214625
"838",2551,68517,"706851318","Parafuso 14x120 12.9 com arruelas e porcas",127,16.307125
"839",2684,68517,"E-508761043","Parafuso 14x120 12.9 com arruelas e porcas",137,15.79425
"840",2702,68517,"810675380","Parafuso 14x120 12.9 com arruelas e porcas",215,16.503
"841",2720,94826,"E-968402604","Parafuso 14x120 12.9 com arruelas e porcas",205,15.798
"842",2735,26051,"102065618","Parafuso 14x120 12.9 com arruelas e porcas",39,17.464125
"843",2786,23740,"E-342700500","Parafuso 14x120 12.9 com arruelas e porcas",78,16.80325
"844",2853,87213,"E-307182224","Parafuso 14x120 12.9 com arruelas e porcas",225,15.626875
"845",2871,5386,"380560169","Parafuso 14x120 12.9 com arruelas e porcas",225,15.653875
"846",2929,94826,"68249325","Parafuso 14x120 12.9 com arruelas e porcas",39,15.725
"847",2940,18025,"E-012508186","Parafuso 14x120 12.9 com arruelas e porcas",147,16.972375
"848",2957,3941,"940310657","Parafuso 14x120 12.9 com arruelas e porcas",186,16.437625
"849",2995,39051,"310059655","Parafuso 14x120 12.9 com arruelas e porcas",10,17.41125
"850",3007,87213,"E-201837200","Parafuso 14x120 12.9 com arruelas e porcas",215,17.152125
"851",3037,94826,"E-904826978","Parafuso 14x120 12.9 com arruelas e porcas",205,16.104
"852",3079,4761,"E-460170778","Parafuso 14x120 12.9 com arruelas e porcas",166,16.986875
"853",3126,23740,"200347885","Parafuso 14x120 12.9 com arruelas e porcas",49,17.470875
"854",3142,60435,"E-405603779","Parafuso 14x120 12.9 com arruelas e porcas",205,16.986875
"855",3201,20314,"E-213004898","Parafuso 14x120 12.9 com arruelas e porcas",20,16.5575
"856",3243,10847,"84017560","Parafuso 14x120 12.9 com arruelas e porcas",137,17.4605
"857",3291,26051,"20651288","Parafuso 14x120 12.9 com arruelas e porcas",107,15.79175
"858",3307,60435,"E-003645318","Parafuso 14x120 12.9 com arruelas e porcas",59,16.737
"859",3326,94826,"420698829","Parafuso 14x120 12.9 com arruelas e porcas",205,15.9615
"860",3348,54019,"E-045109204","Parafuso 14x120 12.9 com arruelas e porcas",29,17.22375
"861",3383,23740,"73240257","Parafuso 14x120 12.9 com arruelas e porcas",107,16.862
"862",3447,60435,"E-354600395","Parafuso 14x120 12.9 com arruelas e porcas",78,17.083125
"863",3464,94826,"E-294608057","Parafuso 14x120 12.9 com arruelas e porcas",225,16.11025
"864",3480,3941,"900143139","Parafuso 14x120 12.9 com arruelas e porcas",68,16.96825
"865",3497,54019,"59041086","Parafuso 14x120 12.9 com arruelas e porcas",98,16.835125
"866",3528,20314,"10423899","Parafuso 14x120 12.9 com arruelas e porcas",59,15.662875
"867",3543,60435,"E-350604846","Parafuso 14x120 12.9 com arruelas e porcas",166,16.24475
"868",3580,19235,"31952821","Parafuso 14x120 12.9 com arruelas e porcas",225,16.499
"869",3597,3941,"301049120","Parafuso 14x120 12.9 com arruelas e porcas",137,16.5525
"870",3613,54019,"41059132","Parafuso 14x120 12.9 com arruelas e porcas",39,17.383
"871",3627,4761,"46017987","Parafuso 14x120 12.9 com arruelas e porcas",254,16.847875
"872",3657,60435,"E-605403767","Parafuso 14x120 12.9 com arruelas e porcas",234,16.2065
"873",3685,93712,"E-372091063","Parafuso 14x120 12.9 com arruelas e porcas",254,17.17225
"874",3702,26051,"E-605102801","Parafuso 14x120 12.9 com arruelas e porcas",117,16.357375
"875",3716,18025,"E-821005514","Parafuso 14x120 12.9 com arruelas e porcas",186,16.5
"876",3768,18025,"205801542","Parafuso 14x120 12.9 com arruelas e porcas",88,16.768875
"877",3786,94826,"E-092846800","Parafuso 14x120 12.9 com arruelas e porcas",195,16.253
"878",3818,19235,"209315160","Parafuso 14x120 12.9 com arruelas e porcas",137,17.429625
"879",3836,94826,"E-098264448","Parafuso 14x120 12.9 com arruelas e porcas",117,16.481875
"880",3857,23740,"302704536","Parafuso 14x120 12.9 com arruelas e porcas",234,16.688125
"881",3889,4761,"E-140760457","Parafuso 14x120 12.9 com arruelas e porcas",117,16.537625
"882",3956,4761,"601407289","Parafuso 14x120 12.9 com arruelas e porcas",254,17.192875
"883",3979,19235,"E-321950431","Parafuso 14x120 12.9 com arruelas e porcas",107,16.199875
"884",4021,68517,"E-160875338","Parafuso 14x120 12.9 com arruelas e porcas",88,17.216875
"885",4037,5386,"583600288","Parafuso 14x120 12.9 com arruelas e porcas",29,16.579375
"886",4066,39051,"E-051039177","Parafuso 14x120 12.9 com arruelas e porcas",205,16.83975
"887",4086,68517,"870651316","Parafuso 14x120 12.9 com arruelas e porcas",156,16.288875
"888",4137,26051,"652010524","Parafuso 14x120 12.9 com arruelas e porcas",107,16.45475
"889",4188,5386,"E-006853720","Parafuso 14x120 12.9 com arruelas e porcas",254,15.748125
"890",4220,93712,"93271442","Parafuso 14x120 12.9 com arruelas e porcas",20,15.65625
"891",4271,23740,"407023162","Parafuso 14x120 12.9 com arruelas e porcas",78,17.277125
"892",4290,20314,"34210161","Parafuso 14x120 12.9 com arruelas e porcas",176,15.79725
"893",4320,39051,"E-301905705","Parafuso 14x120 12.9 com arruelas e porcas",98,17.17175
"894",4338,68517,"E-607158671","Parafuso 14x120 12.9 com arruelas e porcas",107,16.986625
"895",4354,93712,"E-972301361","Parafuso 14x120 12.9 com arruelas e porcas",147,16.46225
"896",4390,18025,"805201246","Parafuso 14x120 12.9 com arruelas e porcas",117,16.903375
"897",4422,10847,"187400066","Parafuso 14x120 12.9 com arruelas e porcas",234,16.2015
"898",4452,87213,"E-102738032","Parafuso 14x120 12.9 com arruelas e porcas",49,15.80575
"899",4470,23740,"E-074302891","Parafuso 14x120 12.9 com arruelas e porcas",166,16.5605
"900",4503,94826,"862094088","Parafuso 14x120 12.9 com arruelas e porcas",205,16.4665
"901",4520,10847,"80741270","Parafuso 14x120 12.9 com arruelas e porcas",39,16.356375
"902",4549,60435,"465030822","Parafuso 14x120 12.9 com arruelas e porcas",137,16.067625
"903",4584,26051,"E-500612303","Parafuso 14x120 12.9 com arruelas e porcas",10,16.646625
"904",4602,18025,"250180871","Parafuso 14x120 12.9 com arruelas e porcas",49,16.05625
"905",4617,10847,"410807782","Parafuso 14x120 12.9 com arruelas e porcas",205,16.567
"906",4636,3941,"E-340091054","Parafuso 14x120 12.9 com arruelas e porcas",215,16.103
"907",4668,19235,"210359118","Parafuso 14x120 12.9 com arruelas e porcas",186,16.829375
"908",4686,87213,"827310613","Parafuso 14x120 12.9 com arruelas e porcas",147,17.204375
"909",4705,39051,"E-300591451","Parafuso 14x120 12.9 com arruelas e porcas",215,15.736375
"910",4724,54019,"E-095140630","Parafuso 14x120 12.9 com arruelas e porcas",186,16.562
"911",4740,3941,"E-390041199","Parafuso 14x120 12.9 com arruelas e porcas",127,17.39025
"912",4759,23740,"702340802","Parafuso 14x120 12.9 com arruelas e porcas",176,16.73125
"913",4777,54019,"E-941005439","Parafuso 14x120 12.9 com arruelas e porcas",176,17.391125
"914",4791,54019,"E-005194603","Parafuso 14x120 12.9 com arruelas e porcas",186,16.509375
"915",4820,19235,"E-530129050","Parafuso 14x120 12.9 com arruelas e porcas",39,16.5665
"916",4856,60435,"E-605403922","Parafuso 14x120 12.9 com arruelas e porcas",117,16.94575
"917",4870,93712,"E-721903179","Parafuso 14x120 12.9 com arruelas e porcas",254,15.815875
"918",4895,93712,"902731294","Parafuso 14x120 12.9 com arruelas e porcas",49,17.459375
"919",4930,26051,"2165605","Parafuso 14x120 12.9 com arruelas e porcas",234,17.442875
"920",4948,54019,"E-001594419","Parafuso 14x120 12.9 com arruelas e porcas",205,16.483125
"921",4968,5386,"E-085063070","Parafuso 14x120 12.9 com arruelas e porcas",29,16.155375
"922",4996,18025,"85120761","Parafuso 14x120 12.9 com arruelas e porcas",234,15.9955
"923",5015,39051,"E-903051223","Parafuso 14x120 12.9 com arruelas e porcas",68,16.320375
"924",5029,39051,"900153768","Parafuso 14x120 12.9 com arruelas e porcas",68,16.181
"925",5043,4761,"E-016074698","Parafuso 14x120 12.9 com arruelas e porcas",215,15.81725
"926",5072,93712,"217390422","Parafuso 14x120 12.9 com arruelas e porcas",176,17.179625
